Date,Close
1/02/2019 16:00,52.29
1/03/2019 16:00,50.8
1/04/2019 16:00,53.54
1/07/2019 16:00,53.42
1/08/2019 16:00,53.81
1/09/2019 16:00,53.73
1/10/2019 16:00,53.52
1/11/2019 16:00,52.86
1/14/2019 16:00:00,52.23
1/15/2019 16:00:00,53.86
1/16/2019 16:00:00,54.05
1/17/2019 16:00:00,54.5
1/18/2019 16:00:00,54.91
1/22/2019 16:00:00,53.53
1/23/2019 16:00:00,53.78
1/24/2019 16:00:00,53.7
1/25/2019 16:00:00,54.55
1/28/2019 16:00:00,53.5
1/29/2019 16:00:00,53.03
1/30/2019 16:00:00,54.45
1/31/2019 16:00:00,55.82
2/01/2019 16:00,55.54
2/04/2019 16:00,56.64
2/05/2019 16:00,57.3
2/06/2019 16:00,55.76
2/07/2019 16:00,54.94
2/08/2019 16:00,54.75
2/11/2019 16:00,54.75
2/12/2019 16:00,56.07
2/13/2019 16:00:00,56.01
2/14/2019 16:00:00,56.08
2/15/2019 16:00:00,55.68
2/19/2019 16:00:00,55.93
2/20/2019 16:00:00,55.69
2/21/2019 16:00:00,54.85
2/22/2019 16:00:00,55.52
2/25/2019 16:00:00,55.47
2/26/2019 16:00:00,55.76
2/27/2019 16:00:00,55.8
2/28/2019 16:00:00,56
3/01/2019 16:00,57.05
3/04/2019 16:00,57.39
3/05/2019 16:00,58.1
3/06/2019 16:00,57.89
3/07/2019 16:00,57.17
3/08/2019 16:00,57.12
3/11/2019 16:00,58.79
3/12/2019 16:00,59.66
3/13/2019 16:00:00,59.67
3/14/2019 16:00:00,59.28
3/15/2019 16:00:00,59.22
3/18/2019 16:00:00,59.21
3/19/2019 16:00:00,59.94
3/20/2019 16:00:00,61.2
3/21/2019 16:00:00,61.58
3/22/2019 16:00:00,60.28
3/25/2019 16:00:00,59.65
3/26/2019 16:00:00,59.23
3/27/2019 16:00:00,58.65
3/28/2019 16:00:00,58.42
3/29/2019 16:00:00,58.67
4/01/2019 16:00,59.72
4/02/2019 16:00,60.02
4/03/2019 16:00,60.3
4/04/2019 16:00,60.75
4/05/2019 16:00,60.36
4/08/2019 16:00,60.19
4/09/2019 16:00,59.86
4/10/2019 16:00,60.11
4/11/2019 16:00,60.23
4/12/2019 16:00,60.89
4/15/2019 16:00:00,61.06
4/16/2019 16:00:00,61.36
4/17/2019 16:00:00,61.82
4/18/2019 16:00:00,61.82
4/22/2019 16:00:00,62.44
4/23/2019 16:00:00,63.23
4/24/2019 16:00:00,62.8
4/25/2019 16:00:00,63.17
4/26/2019 16:00:00,63.61
4/29/2019 16:00:00,64.38
4/30/2019 16:00:00,59.42
5/01/2019 16:00,58.4
5/02/2019 16:00,58.13
5/03/2019 16:00,59.27
5/06/2019 16:00,59.47
5/07/2019 16:00,58.71
5/08/2019 16:00,58.31
5/09/2019 16:00,58.12
5/10/2019 16:00,58.21
5/13/2019 16:00:00,56.6
5/14/2019 16:00:00,56.02
5/15/2019 16:00:00,58.21
5/16/2019 16:00:00,58.95
5/17/2019 16:00:00,58.12
5/20/2019 16:00:00,56.94
5/21/2019 16:00:00,57.48
5/22/2019 16:00:00,57.57
5/23/2019 16:00:00,57.04
5/24/2019 16:00:00,56.67
5/28/2019 16:00:00,56.71
5/29/2019 16:00:00,55.82
5/30/2019 16:00:00,55.9
5/31/2019 16:00:00,55.18
6/03/2019 16:00,51.81
6/04/2019 16:00,52.65
6/05/2019 16:00,52.11
6/06/2019 16:00,52.22
6/07/2019 16:00,53.3
6/10/2019 16:00,54.02
6/11/2019 16:00,53.94
6/12/2019 16:00,53.85
6/13/2019 16:00:00,54.44
6/14/2019 16:00:00,54.27
6/17/2019 16:00:00,54.63
6/18/2019 16:00:00,55.18
6/19/2019 16:00:00,55.12
6/20/2019 16:00:00,55.57
6/21/2019 16:00:00,56.09
6/24/2019 16:00:00,55.78
6/25/2019 16:00:00,54.32
6/26/2019 16:00:00,53.99
6/27/2019 16:00:00,53.8
6/28/2019 16:00:00,54.05
7/01/2019 16:00,54.9
7/02/2019 16:00,55.56
7/03/2019 13:00,56.08
7/05/2019 16:00,56.58
7/08/2019 16:00,55.82
7/09/2019 16:00,56.24
7/10/2019 16:00,57.02
7/11/2019 16:00,57.21
7/12/2019 16:00,57.25
7/15/2019 16:00:00,57.52
7/16/2019 16:00:00,57.68
7/17/2019 16:00:00,57.32
7/18/2019 16:00:00,57.32
7/19/2019 16:00:00,56.51
7/22/2019 16:00:00,56.9
7/23/2019 16:00:00,57.31
7/24/2019 16:00:00,56.89
7/25/2019 16:00:00,56.61
7/26/2019 16:00:00,62.52
7/29/2019 16:00:00,61.97
7/30/2019 16:00:00,61.26
7/31/2019 16:00:00,60.83
8/01/2019 16:00,60.45
8/02/2019 16:00,59.7
8/05/2019 16:00,57.62
8/06/2019 16:00,58.5
8/07/2019 16:00,58.7
8/08/2019 16:00,60.24
8/09/2019 16:00,59.4
8/12/2019 16:00,58.74
8/13/2019 16:00:00,59.86
8/14/2019 16:00:00,58.21
8/15/2019 16:00:00,58.36
8/16/2019 16:00:00,58.88
8/19/2019 16:00:00,59.92
8/20/2019 16:00:00,59.13
8/21/2019 16:00:00,59.56
8/22/2019 16:00:00,59.48
8/23/2019 16:00:00,57.56
8/26/2019 16:00:00,58.44
8/27/2019 16:00:00,58.39
8/28/2019 16:00:00,58.55
8/29/2019 16:00:00,59.64
8/30/2019 16:00:00,59.41
9/03/2019 16:00,58.42
9/04/2019 16:00,59.07
9/05/2019 16:00,60.57
9/06/2019 16:00,60.25
9/09/2019 16:00,60.22
9/10/2019 16:00,60.3
9/11/2019 16:00,61.01
9/12/2019 16:00,61.71
9/13/2019 16:00:00,61.98
9/16/2019 16:00:00,61.57
9/17/2019 16:00:00,61.46
9/18/2019 16:00:00,61.62
9/19/2019 16:00:00,61.94
9/20/2019 16:00:00,61.5
9/23/2019 16:00:00,61.7
9/24/2019 16:00:00,60.94
9/25/2019 16:00:00,62.33
9/26/2019 16:00:00,62.07
9/27/2019 16:00:00,61.25
9/30/2019 16:00:00,60.95
10/01/2019 16:00,60.26
10/02/2019 16:00,58.83
10/03/2019 16:00,59.39
10/04/2019 16:00,60.45
10/07/2019 16:00,60.38
10/08/2019 16:00,59.46
10/09/2019 16:00,60.12
10/10/2019 16:00,60.43
10/11/2019 16:00,60.77
10/14/2019 16:00:00,60.86
10/15/2019 16:00:00,62.15
10/16/2019 16:00:00,62.18
10/17/2019 16:00:00,62.65
10/18/2019 16:00:00,62.27
10/21/2019 16:00:00,62.31
10/22/2019 16:00:00,62.14
10/23/2019 16:00:00,62.96
10/24/2019 16:00:00,63.05
10/25/2019 16:00:00,63.26
10/28/2019 16:00:00,64.5
10/29/2019 16:00:00,63.13
10/30/2019 16:00:00,63.06
10/31/2019 16:00:00,63.01
11/01/2019 16:00,63.69
11/04/2019 16:00,64.57
11/05/2019 16:00,64.6
11/06/2019 16:00,64.59
11/07/2019 16:00,65.44
11/08/2019 16:00,65.57
11/11/2019 16:00,64.96
11/12/2019 16:00,64.94
11/13/2019 16:00:00,64.9
11/14/2019 16:00:00,65.57
11/15/2019 16:00:00,66.74
11/18/2019 16:00:00,66.04
11/19/2019 16:00:00,65.77
11/20/2019 16:00:00,65.15
11/21/2019 16:00:00,65.07
11/22/2019 16:00:00,64.77
11/25/2019 16:00:00,65.33
11/26/2019 16:00:00,65.68
11/27/2019 16:00:00,65.65
11/29/2019 13:00:00,65.25
12/02/2019 16:00,64.5
12/03/2019 16:00,64.76
12/04/2019 16:00,66.03
12/05/2019 16:00,66.41
12/06/2019 16:00,67.03
12/09/2019 16:00,67.18
12/10/2019 16:00,67.23
12/11/2019 16:00,67.25
12/12/2019 16:00,67.51
12/13/2019 16:00:00,67.39
12/16/2019 16:00:00,68.06
12/17/2019 16:00:00,67.76
12/18/2019 16:00:00,67.63
12/19/2019 16:00:00,67.8
12/20/2019 16:00:00,67.48
12/23/2019 16:00:00,67.44
12/24/2019 13:00:00,67.18
12/26/2019 16:00:00,68.02
12/27/2019 16:00:00,67.59
12/30/2019 16:00:00,66.81
