Date,Close
5/28/2019 ,37.29
5/29/2019 ,36.85
5/30/2019 ,37.14
5/31/2019 ,36.44
6/03/2019,34.43
6/04/2019,36.1
6/05/2019,36.33
6/06/2019,36.59
6/07/2019,37.93
6/10/2019,37.64
6/11/2019,37.21
6/12/2019,37.49
6/13/2019 ,36.34
6/14/2019 ,36.15
6/17/2019 ,36.44
6/18/2019 ,36.65
6/19/2019 ,36.29
6/20/2019 ,35.44
6/21/2019 ,35.02
6/24/2019 ,35.58
6/25/2019 ,34.72
6/26/2019 ,35.22
6/27/2019 ,34.75
6/28/2019 ,34.9
7/01/2019,36.08
7/02/2019,36.22
7/03/2019,36.02
7/05/2019,36.25
7/08/2019,36.45
7/09/2019,37.65
7/10/2019,37.47
7/11/2019,37.21
7/12/2019,37.84
7/15/2019 ,38.68
7/16/2019 ,37.99
7/17/2019 ,37.7
7/18/2019 ,37.66
7/19/2019 ,36.77
7/22/2019 ,37.58
7/23/2019 ,37.9
7/24/2019 ,38.73
7/25/2019 ,38.12
7/26/2019 ,41.52
7/29/2019 ,41.5
7/30/2019 ,41
7/31/2019 ,42.31
8/01/2019,42.08
8/02/2019,42.85
8/05/2019,40.37
8/06/2019,41.32
8/07/2019,41.73
8/08/2019,42.07
8/09/2019,41.53
8/12/2019,40.48
8/13/2019 ,41.81
8/14/2019 ,40.65
8/15/2019 ,40.09
8/16/2019 ,40.58
8/19/2019 ,41.7
8/20/2019 ,42.29
8/21/2019 ,42.8
8/22/2019 ,42.18
8/23/2019 ,41
8/26/2019 ,41.44
8/27/2019 ,42.14
8/28/2019 ,41.68
8/29/2019 ,42.49
8/30/2019 ,42.65
9/03/2019,41.96
9/04/2019,43.36
9/05/2019,45.3
9/06/2019,45.42
9/09/2019,44.26
9/10/2019,43.25
9/11/2019,43.25
9/12/2019,43.2
9/13/2019 ,42.63
9/16/2019 ,42.76
9/17/2019 ,43.24
9/18/2019 ,43.24
9/19/2019 ,42.93
9/20/2019 ,43.23
9/23/2019 ,43.38
9/24/2019 ,41.42
9/25/2019 ,42.5
9/26/2019 ,42.44
9/27/2019 ,41.35
9/30/2019 ,41.2
10/01/2019,40.25
10/02/2019,39.7
10/03/2019,40
10/04/2019,40.36
10/07/2019,40.8
10/08/2019,39.7
10/09/2019,39.5
10/10/2019,39.54
10/11/2019,40.36
10/14/2019 ,39.78
10/15/2019 ,40.28
10/16/2019 ,39.91
10/17/2019 ,39.61
10/18/2019 ,38.99
10/21/2019 ,40.09
10/22/2019 ,38.81
10/23/2019 ,38.83
10/24/2019 ,30.75
10/25/2019 ,30.3
10/28/2019 ,30.06
10/29/2019 ,29.85
10/30/2019 ,29.86
10/31/2019 ,29.97
11/01/2019,29.62
11/04/2019,30.05
11/05/2019,29.81
11/06/2019,29.54
11/07/2019,29.05
11/08/2019,29.21
11/11/2019,29.34
11/12/2019,29.05
11/13/2019 ,29.08
11/14/2019 ,28.89
11/15/2019 ,29.25
11/18/2019 ,29.49
11/19/2019 ,29.44
11/20/2019 ,29.17
11/21/2019 ,29.79
11/22/2019 ,30.03
11/25/2019 ,30.54
11/26/2019 ,30.96
11/27/2019 ,31.17
11/29/2019 13:00:00,30.91
12/02/2019,30.42
12/03/2019,29.97
12/04/2019,30
12/05/2019,30.04
12/06/2019,30.19
12/09/2019,30.21
12/10/2019,29.84
12/11/2019,30.55
12/12/2019,30.3
12/13/2019 ,30.39
12/16/2019 ,30.97
12/17/2019 ,30.7
12/18/2019 ,31.68
12/19/2019 ,32.03
12/20/2019 ,32.13
12/23/2019 ,32.43
12/24/2019 13:00:00,32.5
12/26/2019 ,32.63
12/27/2019 ,32.55
12/30/2019 ,32.03
